2014-10-30 23:47:37.4549|WARN|thread: 1|StandardUserErrors|Showing user error Failed to create a new commit.
System.InvalidOperationException: Sequence contains no elements.
   в System.Reactive.Subjects.AsyncSubject`1.GetResult()
   в GitHub.Helpers.GitClient.<>c__DisplayClass27.<<CreateCommit>b__1e>d__30.MoveNext()
2014-10-30 23:47:13.1565|INFO|thread: 1|CommandLineHandler|Parsing command line arguments:C:\Users\Alexx\AppData\Local\Apps\2.0\OZPBLQV3.KJA\J62KJN9M.MTG\gith..tion_317444273a93ac29_0002.0005_f2bbfed8cb3268d4\GitHub.exe
2014-10-30 23:47:13.2195|INFO|thread: 1|AppInstanceCommunicator|Starting up as master instance of GitHub for Windows
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| #########################################
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| GitHub for Windows started. VERSION: 2.5.2.2
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| Build version: fe6395bd352b8fc51f0927d4cdb931a54e7d72e1
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| ***************************************
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| ***                                 ***
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| ***                                 ***
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| ***        Have a problem?          ***
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| ***    Email support@github.com     ***
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| ***      and include this file      ***
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| ***                                 ***
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| ***                                 ***
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| ***************************************
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| OS Version: Windows NT 6.3.9600.0 amd64
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| CLR Version: 4.0.30319.34014
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| Current culture: ru-RU
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| Terminal Services session: no
2014-10-30 23:47:13.2445|INFO|thread: 8|StartupLogging| Location: C:\Users\Alexx\AppData\Local\Apps\2.0\OZPBLQV3.KJA\J62KJN9M.MTG\gith..tion_317444273a93ac29_0002.0005_f2bbfed8cb3268d4\GitHub.exe
2014-10-30 23:47:13.2695|INFO|thread: 1|HardwareRenderingHelper|Your video card appears to support hardware rendering. If this isn't the case and you see glitches
2014-10-30 23:47:13.2695|INFO|thread: 1|HardwareRenderingHelper|set the GH_FORCE_SW_RENDERING environment variable to 1
2014-10-30 23:47:13.3135|INFO|thread: 8|StartupLogging| ActivationUri: https://github-windows.s3.amazonaws.com/GitHub.application
2014-10-30 23:47:13.4685|WARN|thread: 1|POCOObservableForProperty|ReactiveUI.ReactiveCommandSix`1[[System.Object, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]] is a POCO type and won't send change notifications, WhenAny will only return a single value!
2014-10-30 23:47:13.6635|INFO|thread: 8|GitEnvironment|Process set up with this SSH Agent info: 704:/tmp/ssh-JvOqkrLeFxpD/agent.4120
